"Country","Rep_date","Count","yrqtr","yrmon"
"Cote d Ivoire",2024-06-30,7,2024 Q2,Jun 2024
"Cote d Ivoire",2024-07-31,7,2024 Q3,Jul 2024
"Cote d Ivoire",2024-08-31,7,2024 Q3,Aug 2024
"Cote d Ivoire",2024-09-30,7,2024 Q3,Sep 2024
"Cote d Ivoire",2024-10-31,7,2024 Q4,Oct 2024
"Cote d Ivoire",2024-11-30,7,2024 Q4,Nov 2024
"Croatia",2022-04-30,4,2022 Q2,Apr 2022
"Croatia",2022-05-31,4,2022 Q2,May 2022
"Croatia",2022-06-30,4,2022 Q2,Jun 2022
"Croatia",2022-07-31,4,2022 Q3,Jul 2022
"Croatia",2022-08-31,4,2022 Q3,Aug 2022
"Croatia",2022-09-30,4,2022 Q3,Sep 2022
"Croatia",2022-10-31,4,2022 Q4,Oct 2022
"Croatia",2022-11-30,4,2022 Q4,Nov 2022
"Croatia",2022-12-31,4,2022 Q4,Dec 2022
"Croatia",2023-01-31,4,2023 Q1,Jan 2023
"Croatia",2023-02-28,4,2023 Q1,Feb 2023
"Croatia",2023-03-31,4,2023 Q1,Mar 2023
"Croatia",2023-04-30,4,2023 Q2,Apr 2023
"Croatia",2023-05-31,4,2023 Q2,May 2023
"Croatia",2023-06-30,4,2023 Q2,Jun 2023
"Croatia",2023-07-31,4,2023 Q3,Jul 2023
"Croatia",2023-08-31,4,2023 Q3,Aug 2023
"Croatia",2023-09-30,4,2023 Q3,Sep 2023
"Croatia",2023-10-31,4,2023 Q4,Oct 2023
"Croatia",2023-11-30,4,2023 Q4,Nov 2023
"Croatia",2023-12-31,4,2023 Q4,Dec 2023
"Croatia",2024-01-31,4,2024 Q1,Jan 2024
"Croatia",2024-02-29,4,2024 Q1,Feb 2024
"Croatia",2024-03-31,4,2024 Q1,Mar 2024
"Croatia",2024-04-30,4,2024 Q2,Apr 2024
"Croatia",2024-05-31,4,2024 Q2,May 2024
"Croatia",2024-06-30,4,2024 Q2,Jun 2024
"Croatia",2024-07-31,4,2024 Q3,Jul 2024
"Croatia",2024-08-31,4,2024 Q3,Aug 2024
"Croatia",2024-09-30,4,2024 Q3,Sep 2024
"Croatia",2024-10-31,4,2024 Q4,Oct 2024
"Croatia",2024-11-30,4,2024 Q4,Nov 2024
"Cuba",2022-04-30,35,2022 Q2,Apr 2022
"Cuba",2022-05-31,35,2022 Q2,May 2022
"Cuba",2022-06-30,35,2022 Q2,Jun 2022
"Cuba",2022-07-31,35,2022 Q3,Jul 2022
"Cuba",2022-08-31,35,2022 Q3,Aug 2022
"Cuba",2022-09-30,35,2022 Q3,Sep 2022
"Cuba",2022-10-31,35,2022 Q4,Oct 2022
"Cuba",2022-11-30,35,2022 Q4,Nov 2022
"Cuba",2022-12-31,35,2022 Q4,Dec 2022
"Cuba",2023-01-31,35,2023 Q1,Jan 2023
"Cuba",2023-02-28,35,2023 Q1,Feb 2023
"Cuba",2023-03-31,35,2023 Q1,Mar 2023
"Cuba",2023-04-30,35,2023 Q2,Apr 2023
"Cuba",2023-05-31,35,2023 Q2,May 2023
"Cuba",2023-06-30,35,2023 Q2,Jun 2023
"Cuba",2023-07-31,35,2023 Q3,Jul 2023
"Cuba",2023-08-31,35,2023 Q3,Aug 2023
"Cuba",2023-09-30,35,2023 Q3,Sep 2023
"Cuba",2023-10-31,35,2023 Q4,Oct 2023
"Cuba",2023-11-30,35,2023 Q4,Nov 2023
"Cuba",2023-12-31,35,2023 Q4,Dec 2023
"Cuba",2024-01-31,35,2024 Q1,Jan 2024
"Cuba",2024-02-29,35,2024 Q1,Feb 2024
"Cuba",2024-03-31,35,2024 Q1,Mar 2024
"Cuba",2024-04-30,35,2024 Q2,Apr 2024
"Cuba",2024-05-31,35,2024 Q2,May 2024
"Cuba",2024-06-30,35,2024 Q2,Jun 2024
"Cuba",2024-07-31,35,2024 Q3,Jul 2024
"Cuba",2024-08-31,35,2024 Q3,Aug 2024
"Cuba",2024-09-30,35,2024 Q3,Sep 2024
"Cuba",2024-10-31,35,2024 Q4,Oct 2024
"Cuba",2024-11-30,35,2024 Q4,Nov 2024
"Cyprus",2022-04-30,52,2022 Q2,Apr 2022
"Cyprus",2022-05-31,52,2022 Q2,May 2022
"Cyprus",2022-06-30,56,2022 Q2,Jun 2022
"Cyprus",2022-07-31,56,2022 Q3,Jul 2022
"Cyprus",2022-08-31,56,2022 Q3,Aug 2022
"Cyprus",2022-09-30,56,2022 Q3,Sep 2022
"Cyprus",2022-10-31,57,2022 Q4,Oct 2022
"Cyprus",2022-11-30,59,2022 Q4,Nov 2022
"Cyprus",2022-12-31,61,2022 Q4,Dec 2022
"Cyprus",2023-01-31,63,2023 Q1,Jan 2023
"Cyprus",2023-02-28,80,2023 Q1,Feb 2023
"Cyprus",2023-03-31,80,2023 Q1,Mar 2023
"Cyprus",2023-04-30,108,2023 Q2,Apr 2023
"Cyprus",2023-05-31,112,2023 Q2,May 2023
"Cyprus",2023-06-30,112,2023 Q2,Jun 2023
"Cyprus",2023-07-31,112,2023 Q3,Jul 2023
"Cyprus",2023-08-31,112,2023 Q3,Aug 2023
"Cyprus",2023-09-30,112,2023 Q3,Sep 2023
"Cyprus",2023-10-31,112,2023 Q4,Oct 2023
"Cyprus",2023-11-30,116,2023 Q4,Nov 2023
"Cyprus",2023-12-31,132,2023 Q4,Dec 2023
"Cyprus",2024-01-31,132,2024 Q1,Jan 2024
"Cyprus",2024-02-29,135,2024 Q1,Feb 2024
"Cyprus",2024-03-31,140,2024 Q1,Mar 2024
"Cyprus",2024-04-30,142,2024 Q2,Apr 2024
"Cyprus",2024-05-31,142,2024 Q2,May 2024
"Cyprus",2024-06-30,145,2024 Q2,Jun 2024
"Cyprus",2024-07-31,145,2024 Q3,Jul 2024
"Cyprus",2024-08-31,147,2024 Q3,Aug 2024
"Cyprus",2024-09-30,148,2024 Q3,Sep 2024
"Cyprus",2024-10-31,149,2024 Q4,Oct 2024
"Cyprus",2024-11-30,149,2024 Q4,Nov 2024
"Czech Republic",2022-04-30,6,2022 Q2,Apr 2022
"Czech Republic",2022-05-31,6,2022 Q2,May 2022
"Czech Republic",2022-06-30,6,2022 Q2,Jun 2022
"Czech Republic",2022-07-31,6,2022 Q3,Jul 2022
"Czech Republic",2022-08-31,5,2022 Q3,Aug 2022
"Czech Republic",2022-09-30,5,2022 Q3,Sep 2022
"Czech Republic",2022-10-31,5,2022 Q4,Oct 2022
"Czech Republic",2022-11-30,5,2022 Q4,Nov 2022
"Czech Republic",2022-12-31,5,2022 Q4,Dec 2022
"Czech Republic",2023-01-31,5,2023 Q1,Jan 2023
"Czech Republic",2023-02-28,7,2023 Q1,Feb 2023
"Czech Republic",2023-03-31,7,2023 Q1,Mar 2023
"Czech Republic",2023-04-30,7,2023 Q2,Apr 2023
"Czech Republic",2023-05-31,8,2023 Q2,May 2023
"Czech Republic",2023-06-30,8,2023 Q2,Jun 2023
"Czech Republic",2023-07-31,8,2023 Q3,Jul 2023
"Czech Republic",2023-08-31,8,2023 Q3,Aug 2023
"Czech Republic",2023-09-30,8,2023 Q3,Sep 2023
"Czech Republic",2023-10-31,8,2023 Q4,Oct 2023
"Czech Republic",2023-11-30,8,2023 Q4,Nov 2023
"Czech Republic",2023-12-31,8,2023 Q4,Dec 2023
"Czech Republic",2024-01-31,8,2024 Q1,Jan 2024
"Czech Republic",2024-02-29,8,2024 Q1,Feb 2024
"Czech Republic",2024-03-31,8,2024 Q1,Mar 2024
"Czech Republic",2024-04-30,8,2024 Q2,Apr 2024
"Czech Republic",2024-05-31,8,2024 Q2,May 2024
"Czech Republic",2024-06-30,8,2024 Q2,Jun 2024
"Czech Republic",2024-07-31,8,2024 Q3,Jul 2024
"Czech Republic",2024-08-31,9,2024 Q3,Aug 2024
"Czech Republic",2024-09-30,9,2024 Q3,Sep 2024
"Czech Republic",2024-10-31,10,2024 Q4,Oct 2024
"Czech Republic",2024-11-30,10,2024 Q4,Nov 2024
"Denmark",2022-04-30,2,2022 Q2,Apr 2022
"Denmark",2022-05-31,2,2022 Q2,May 2022
"Denmark",2022-06-30,2,2022 Q2,Jun 2022
"Denmark",2022-07-31,2,2022 Q3,Jul 2022
"Denmark",2022-08-31,2,2022 Q3,Aug 2022
"Denmark",2022-09-30,2,2022 Q3,Sep 2022
"Denmark",2022-10-31,2,2022 Q4,Oct 2022
"Denmark",2022-11-30,2,2022 Q4,Nov 2022
"Denmark",2022-12-31,2,2022 Q4,Dec 2022
"Denmark",2023-01-31,2,2023 Q1,Jan 2023
"Denmark",2023-02-28,2,2023 Q1,Feb 2023
"Denmark",2023-03-31,2,2023 Q1,Mar 2023
"Denmark",2023-04-30,2,2023 Q2,Apr 2023
"Denmark",2023-05-31,2,2023 Q2,May 2023
"Denmark",2023-06-30,2,2023 Q2,Jun 2023
"Denmark",2023-07-31,2,2023 Q3,Jul 2023
"Denmark",2023-08-31,2,2023 Q3,Aug 2023
"Denmark",2023-09-30,2,2023 Q3,Sep 2023
"Denmark",2023-10-31,2,2023 Q4,Oct 2023
"Denmark",2023-11-30,2,2023 Q4,Nov 2023
"Denmark",2023-12-31,2,2023 Q4,Dec 2023
"Denmark",2024-01-31,2,2024 Q1,Jan 2024
"Denmark",2024-02-29,2,2024 Q1,Feb 2024
"Denmark",2024-03-31,2,2024 Q1,Mar 2024
"Denmark",2024-04-30,2,2024 Q2,Apr 2024
"Denmark",2024-05-31,2,2024 Q2,May 2024
"Denmark",2024-06-30,3,2024 Q2,Jun 2024
"Denmark",2024-07-31,3,2024 Q3,Jul 2024
"Denmark",2024-08-31,3,2024 Q3,Aug 2024
"Denmark",2024-09-30,3,2024 Q3,Sep 2024
"Denmark",2024-10-31,3,2024 Q4,Oct 2024
"Denmark",2024-11-30,3,2024 Q4,Nov 2024
"Djibouti",2023-05-31,3,2023 Q2,May 2023
"Djibouti",2023-06-30,3,2023 Q2,Jun 2023
"Djibouti",2023-07-31,3,2023 Q3,Jul 2023
"Djibouti",2023-08-31,3,2023 Q3,Aug 2023
"Djibouti",2023-09-30,3,2023 Q3,Sep 2023
"Djibouti",2023-10-31,3,2023 Q4,Oct 2023
"Djibouti",2023-11-30,3,2023 Q4,Nov 2023
"Djibouti",2023-12-31,3,2023 Q4,Dec 2023
"Djibouti",2024-01-31,3,2024 Q1,Jan 2024
"Djibouti",2024-02-29,3,2024 Q1,Feb 2024
"Djibouti",2024-03-31,4,2024 Q1,Mar 2024
"Djibouti",2024-04-30,4,2024 Q2,Apr 2024
"Djibouti",2024-05-31,4,2024 Q2,May 2024
"Djibouti",2024-06-30,4,2024 Q2,Jun 2024
"Djibouti",2024-07-31,4,2024 Q3,Jul 2024
"Djibouti",2024-08-31,4,2024 Q3,Aug 2024
"Djibouti",2024-09-30,4,2024 Q3,Sep 2024
"Djibouti",2024-10-31,4,2024 Q4,Oct 2024
"Djibouti",2024-11-30,4,2024 Q4,Nov 2024
"Dominica",2022-04-30,1,2022 Q2,Apr 2022
"Dominica",2022-05-31,1,2022 Q2,May 2022
"Dominica",2022-06-30,1,2022 Q2,Jun 2022
"Dominica",2022-07-31,1,2022 Q3,Jul 2022
"Dominica",2022-08-31,1,2022 Q3,Aug 2022
"Dominica",2022-09-30,1,2022 Q3,Sep 2022
"Dominica",2022-10-31,1,2022 Q4,Oct 2022
"Dominica",2022-11-30,1,2022 Q4,Nov 2022
"Dominica",2022-12-31,1,2022 Q4,Dec 2022
"Dominica",2023-01-31,1,2023 Q1,Jan 2023
"Dominica",2023-02-28,1,2023 Q1,Feb 2023
"Dominica",2023-03-31,1,2023 Q1,Mar 2023
"Dominica",2023-04-30,1,2023 Q2,Apr 2023
"Dominica",2023-05-31,1,2023 Q2,May 2023
"Dominica",2023-06-30,1,2023 Q2,Jun 2023
"Dominica",2023-07-31,1,2023 Q3,Jul 2023
"Dominica",2023-08-31,1,2023 Q3,Aug 2023
"Dominica",2023-09-30,1,2023 Q3,Sep 2023
"Dominica",2023-10-31,1,2023 Q4,Oct 2023
"Dominica",2023-11-30,1,2023 Q4,Nov 2023
"Dominica",2023-12-31,1,2023 Q4,Dec 2023
"Dominica",2024-01-31,1,2024 Q1,Jan 2024
"Dominica",2024-02-29,1,2024 Q1,Feb 2024
"Dominica",2024-03-31,1,2024 Q1,Mar 2024
"Dominica",2024-04-30,1,2024 Q2,Apr 2024
"Dominica",2024-05-31,1,2024 Q2,May 2024
"Dominica",2024-06-30,1,2024 Q2,Jun 2024
"Dominica",2024-07-31,1,2024 Q3,Jul 2024
"Dominica",2024-08-31,1,2024 Q3,Aug 2024
"Dominica",2024-09-30,1,2024 Q3,Sep 2024
"Dominica",2024-10-31,1,2024 Q4,Oct 2024
"Dominica",2024-11-30,1,2024 Q4,Nov 2024
"Dominican Republic",2022-04-30,25,2022 Q2,Apr 2022
"Dominican Republic",2022-05-31,25,2022 Q2,May 2022
"Dominican Republic",2022-06-30,25,2022 Q2,Jun 2022
"Dominican Republic",2022-07-31,25,2022 Q3,Jul 2022
"Dominican Republic",2022-08-31,25,2022 Q3,Aug 2022
"Dominican Republic",2022-09-30,25,2022 Q3,Sep 2022
"Dominican Republic",2022-10-31,25,2022 Q4,Oct 2022
"Dominican Republic",2022-11-30,25,2022 Q4,Nov 2022
"Dominican Republic",2022-12-31,26,2022 Q4,Dec 2022
"Dominican Republic",2023-01-31,26,2023 Q1,Jan 2023
"Dominican Republic",2023-02-28,26,2023 Q1,Feb 2023
"Dominican Republic",2023-03-31,26,2023 Q1,Mar 2023
"Dominican Republic",2023-04-30,26,2023 Q2,Apr 2023
"Dominican Republic",2023-05-31,26,2023 Q2,May 2023
"Dominican Republic",2023-06-30,26,2023 Q2,Jun 2023
"Dominican Republic",2023-07-31,26,2023 Q3,Jul 2023
"Dominican Republic",2023-08-31,26,2023 Q3,Aug 2023
"Dominican Republic",2023-09-30,26,2023 Q3,Sep 2023
"Dominican Republic",2023-10-31,26,2023 Q4,Oct 2023
"Dominican Republic",2023-11-30,26,2023 Q4,Nov 2023
"Dominican Republic",2023-12-31,26,2023 Q4,Dec 2023
"Dominican Republic",2024-01-31,26,2024 Q1,Jan 2024
"Dominican Republic",2024-02-29,26,2024 Q1,Feb 2024
"Dominican Republic",2024-03-31,25,2024 Q1,Mar 2024
"Dominican Republic",2024-04-30,25,2024 Q2,Apr 2024
"Dominican Republic",2024-05-31,25,2024 Q2,May 2024
"Dominican Republic",2024-06-30,25,2024 Q2,Jun 2024
"Dominican Republic",2024-07-31,25,2024 Q3,Jul 2024
"Dominican Republic",2024-08-31,26,2024 Q3,Aug 2024
"Dominican Republic",2024-09-30,26,2024 Q3,Sep 2024
"Dominican Republic",2024-10-31,26,2024 Q4,Oct 2024
"Dominican Republic",2024-11-30,26,2024 Q4,Nov 2024
"Ecuador",2022-04-30,12,2022 Q2,Apr 2022
"Ecuador",2022-05-31,12,2022 Q2,May 2022
"Ecuador",2022-06-30,12,2022 Q2,Jun 2022
"Ecuador",2022-07-31,12,2022 Q3,Jul 2022
"Ecuador",2022-08-31,12,2022 Q3,Aug 2022
"Ecuador",2022-09-30,12,2022 Q3,Sep 2022
"Ecuador",2022-10-31,12,2022 Q4,Oct 2022
"Ecuador",2022-11-30,12,2022 Q4,Nov 2022
"Ecuador",2022-12-31,12,2022 Q4,Dec 2022
"Ecuador",2023-01-31,12,2023 Q1,Jan 2023
"Ecuador",2023-02-28,12,2023 Q1,Feb 2023
"Ecuador",2023-03-31,12,2023 Q1,Mar 2023
"Ecuador",2023-04-30,12,2023 Q2,Apr 2023
"Ecuador",2023-05-31,12,2023 Q2,May 2023
"Ecuador",2023-06-30,12,2023 Q2,Jun 2023
"Ecuador",2023-07-31,12,2023 Q3,Jul 2023
"Ecuador",2023-08-31,12,2023 Q3,Aug 2023
"Ecuador",2023-09-30,12,2023 Q3,Sep 2023
"Ecuador",2023-10-31,10,2023 Q4,Oct 2023
"Ecuador",2023-11-30,10,2023 Q4,Nov 2023
"Ecuador",2023-12-31,7,2023 Q4,Dec 2023
"Ecuador",2024-01-31,7,2024 Q1,Jan 2024
"Ecuador",2024-02-29,9,2024 Q1,Feb 2024
"Ecuador",2024-03-31,9,2024 Q1,Mar 2024
"Ecuador",2024-04-30,9,2024 Q2,Apr 2024
"Ecuador",2024-05-31,9,2024 Q2,May 2024
"Ecuador",2024-06-30,11,2024 Q2,Jun 2024
"Ecuador",2024-07-31,12,2024 Q3,Jul 2024
"Ecuador",2024-08-31,12,2024 Q3,Aug 2024
"Ecuador",2024-09-30,12,2024 Q3,Sep 2024
"Ecuador",2024-10-31,12,2024 Q4,Oct 2024
"Ecuador",2024-11-30,12,2024 Q4,Nov 2024
"Egypt",2022-04-30,23,2022 Q2,Apr 2022
"Egypt",2022-05-31,23,2022 Q2,May 2022
"Egypt",2022-06-30,23,2022 Q2,Jun 2022
"Egypt",2022-07-31,23,2022 Q3,Jul 2022
"Egypt",2022-08-31,23,2022 Q3,Aug 2022
"Egypt",2022-09-30,23,2022 Q3,Sep 2022
"Egypt",2022-10-31,23,2022 Q4,Oct 2022
"Egypt",2022-11-30,23,2022 Q4,Nov 2022
"Egypt",2022-12-31,23,2022 Q4,Dec 2022
"Egypt",2023-01-31,23,2023 Q1,Jan 2023
"Egypt",2023-02-28,23,2023 Q1,Feb 2023
"Egypt",2023-03-31,23,2023 Q1,Mar 2023
"Egypt",2023-04-30,23,2023 Q2,Apr 2023
"Egypt",2023-05-31,23,2023 Q2,May 2023
"Egypt",2023-06-30,23,2023 Q2,Jun 2023
"Egypt",2023-07-31,23,2023 Q3,Jul 2023
"Egypt",2023-08-31,23,2023 Q3,Aug 2023
"Egypt",2023-09-30,23,2023 Q3,Sep 2023
"Egypt",2023-10-31,23,2023 Q4,Oct 2023
"Egypt",2023-11-30,23,2023 Q4,Nov 2023
"Egypt",2023-12-31,24,2023 Q4,Dec 2023
"Egypt",2024-01-31,26,2024 Q1,Jan 2024
"Egypt",2024-02-29,26,2024 Q1,Feb 2024
"Egypt",2024-03-31,26,2024 Q1,Mar 2024
"Egypt",2024-04-30,26,2024 Q2,Apr 2024
"Egypt",2024-05-31,26,2024 Q2,May 2024
"Egypt",2024-06-30,26,2024 Q2,Jun 2024
"Egypt",2024-07-31,26,2024 Q3,Jul 2024
"Egypt",2024-08-31,26,2024 Q3,Aug 2024
"Egypt",2024-09-30,26,2024 Q3,Sep 2024
"Egypt",2024-10-31,26,2024 Q4,Oct 2024
"Egypt",2024-11-30,26,2024 Q4,Nov 2024
"El Salvador",2022-04-30,8,2022 Q2,Apr 2022
"El Salvador",2022-05-31,8,2022 Q2,May 2022
"El Salvador",2022-06-30,8,2022 Q2,Jun 2022
"El Salvador",2022-07-31,8,2022 Q3,Jul 2022
"El Salvador",2022-08-31,8,2022 Q3,Aug 2022
"El Salvador",2022-09-30,8,2022 Q3,Sep 2022
"El Salvador",2022-10-31,8,2022 Q4,Oct 2022
"El Salvador",2022-11-30,8,2022 Q4,Nov 2022
"El Salvador",2022-12-31,10,2022 Q4,Dec 2022
"El Salvador",2023-01-31,10,2023 Q1,Jan 2023
"El Salvador",2023-02-28,10,2023 Q1,Feb 2023
"El Salvador",2023-03-31,10,2023 Q1,Mar 2023
"El Salvador",2023-04-30,10,2023 Q2,Apr 2023
"El Salvador",2023-05-31,10,2023 Q2,May 2023
"El Salvador",2023-06-30,10,2023 Q2,Jun 2023
"El Salvador",2023-07-31,10,2023 Q3,Jul 2023
"El Salvador",2023-08-31,10,2023 Q3,Aug 2023
"El Salvador",2023-09-30,10,2023 Q3,Sep 2023
"El Salvador",2023-10-31,10,2023 Q4,Oct 2023
"El Salvador",2023-11-30,10,2023 Q4,Nov 2023
"El Salvador",2023-12-31,10,2023 Q4,Dec 2023
"El Salvador",2024-01-31,10,2024 Q1,Jan 2024
"El Salvador",2024-02-29,10,2024 Q1,Feb 2024
"El Salvador",2024-03-31,10,2024 Q1,Mar 2024
"El Salvador",2024-04-30,10,2024 Q2,Apr 2024
"El Salvador",2024-05-31,10,2024 Q2,May 2024
"El Salvador",2024-06-30,10,2024 Q2,Jun 2024
"El Salvador",2024-07-31,10,2024 Q3,Jul 2024
"El Salvador",2024-08-31,10,2024 Q3,Aug 2024
"El Salvador",2024-09-30,10,2024 Q3,Sep 2024
"El Salvador",2024-10-31,10,2024 Q4,Oct 2024
"El Salvador",2024-11-30,10,2024 Q4,Nov 2024
"Equatorial Guinea",2022-04-30,2,2022 Q2,Apr 2022
"Equatorial Guinea",2022-05-31,2,2022 Q2,May 2022
"Equatorial Guinea",2022-06-30,2,2022 Q2,Jun 2022
"Equatorial Guinea",2022-07-31,2,2022 Q3,Jul 2022
"Equatorial Guinea",2022-08-31,2,2022 Q3,Aug 2022
"Equatorial Guinea",2022-09-30,2,2022 Q3,Sep 2022
"Equatorial Guinea",2022-10-31,2,2022 Q4,Oct 2022
"Equatorial Guinea",2022-11-30,2,2022 Q4,Nov 2022
"Equatorial Guinea",2022-12-31,2,2022 Q4,Dec 2022
"Equatorial Guinea",2023-01-31,2,2023 Q1,Jan 2023
"Equatorial Guinea",2023-02-28,2,2023 Q1,Feb 2023
"Equatorial Guinea",2023-03-31,2,2023 Q1,Mar 2023
"Equatorial Guinea",2023-04-30,2,2023 Q2,Apr 2023
"Equatorial Guinea",2023-05-31,2,2023 Q2,May 2023
"Equatorial Guinea",2023-06-30,2,2023 Q2,Jun 2023
"Equatorial Guinea",2023-07-31,2,2023 Q3,Jul 2023
"Equatorial Guinea",2023-08-31,2,2023 Q3,Aug 2023
"Equatorial Guinea",2023-09-30,2,2023 Q3,Sep 2023
"Equatorial Guinea",2023-10-31,2,2023 Q4,Oct 2023
"Equatorial Guinea",2023-11-30,2,2023 Q4,Nov 2023
"Equatorial Guinea",2023-12-31,2,2023 Q4,Dec 2023
"Equatorial Guinea",2024-01-31,2,2024 Q1,Jan 2024
"Equatorial Guinea",2024-02-29,2,2024 Q1,Feb 2024
"Equatorial Guinea",2024-03-31,2,2024 Q1,Mar 2024
"Equatorial Guinea",2024-04-30,2,2024 Q2,Apr 2024
"Equatorial Guinea",2024-05-31,2,2024 Q2,May 2024
"Equatorial Guinea",2024-06-30,2,2024 Q2,Jun 2024
"Equatorial Guinea",2024-07-31,2,2024 Q3,Jul 2024
"Equatorial Guinea",2024-08-31,2,2024 Q3,Aug 2024
"Equatorial Guinea",2024-09-30,2,2024 Q3,Sep 2024
"Equatorial Guinea",2024-10-31,2,2024 Q4,Oct 2024
"Equatorial Guinea",2024-11-30,2,2024 Q4,Nov 2024
"Eritrea",2022-04-30,10,2022 Q2,Apr 2022
"Eritrea",2022-05-31,10,2022 Q2,May 2022
"Eritrea",2022-06-30,10,2022 Q2,Jun 2022
"Eritrea",2022-07-31,10,2022 Q3,Jul 2022
"Eritrea",2022-08-31,10,2022 Q3,Aug 2022
"Eritrea",2022-09-30,10,2022 Q3,Sep 2022
"Eritrea",2022-10-31,10,2022 Q4,Oct 2022
"Eritrea",2022-11-30,10,2022 Q4,Nov 2022
"Eritrea",2022-12-31,10,2022 Q4,Dec 2022
"Eritrea",2023-01-31,10,2023 Q1,Jan 2023
"Eritrea",2023-02-28,10,2023 Q1,Feb 2023
"Eritrea",2023-03-31,10,2023 Q1,Mar 2023
"Eritrea",2023-04-30,10,2023 Q2,Apr 2023
"Eritrea",2023-05-31,10,2023 Q2,May 2023
"Eritrea",2023-06-30,10,2023 Q2,Jun 2023
"Eritrea",2023-07-31,10,2023 Q3,Jul 2023
"Eritrea",2023-08-31,10,2023 Q3,Aug 2023
"Eritrea",2023-09-30,10,2023 Q3,Sep 2023
"Eritrea",2023-10-31,10,2023 Q4,Oct 2023
"Eritrea",2023-11-30,10,2023 Q4,Nov 2023
"Eritrea",2023-12-31,10,2023 Q4,Dec 2023
"Eritrea",2024-01-31,10,2024 Q1,Jan 2024
"Eritrea",2024-02-29,10,2024 Q1,Feb 2024
"Eritrea",2024-03-31,10,2024 Q1,Mar 2024
"Eritrea",2024-04-30,10,2024 Q2,Apr 2024
"Eritrea",2024-05-31,10,2024 Q2,May 2024
"Eritrea",2024-06-30,10,2024 Q2,Jun 2024
"Eritrea",2024-07-31,10,2024 Q3,Jul 2024
"Eritrea",2024-08-31,10,2024 Q3,Aug 2024
"Eritrea",2024-09-30,10,2024 Q3,Sep 2024
"Eritrea",2024-10-31,10,2024 Q4,Oct 2024
"Eritrea",2024-11-30,10,2024 Q4,Nov 2024
"Estonia",2022-04-30,3,2022 Q2,Apr 2022
"Estonia",2022-05-31,3,2022 Q2,May 2022
"Estonia",2022-06-30,3,2022 Q2,Jun 2022
"Estonia",2022-07-31,3,2022 Q3,Jul 2022
"Estonia",2022-08-31,3,2022 Q3,Aug 2022
"Estonia",2022-09-30,3,2022 Q3,Sep 2022
"Estonia",2022-10-31,3,2022 Q4,Oct 2022
"Estonia",2022-11-30,4,2022 Q4,Nov 2022
"Estonia",2022-12-31,4,2022 Q4,Dec 2022
"Estonia",2023-01-31,4,2023 Q1,Jan 2023
"Estonia",2023-02-28,5,2023 Q1,Feb 2023
"Estonia",2023-03-31,5,2023 Q1,Mar 2023
"Estonia",2023-04-30,5,2023 Q2,Apr 2023
"Estonia",2023-05-31,11,2023 Q2,May 2023
"Estonia",2023-06-30,11,2023 Q2,Jun 2023
"Estonia",2023-07-31,11,2023 Q3,Jul 2023
"Estonia",2023-08-31,11,2023 Q3,Aug 2023
"Estonia",2023-09-30,11,2023 Q3,Sep 2023
"Estonia",2023-10-31,11,2023 Q4,Oct 2023
"Estonia",2023-11-30,11,2023 Q4,Nov 2023
"Estonia",2023-12-31,11,2023 Q4,Dec 2023
"Estonia",2024-01-31,11,2024 Q1,Jan 2024
"Estonia",2024-02-29,12,2024 Q1,Feb 2024
"Estonia",2024-03-31,13,2024 Q1,Mar 2024
"Estonia",2024-04-30,13,2024 Q2,Apr 2024
"Estonia",2024-05-31,13,2024 Q2,May 2024
"Estonia",2024-06-30,13,2024 Q2,Jun 2024
"Estonia",2024-07-31,13,2024 Q3,Jul 2024
"Estonia",2024-08-31,17,2024 Q3,Aug 2024
"Estonia",2024-09-30,17,2024 Q3,Sep 2024
"Estonia",2024-10-31,16,2024 Q4,Oct 2024
"Estonia",2024-11-30,16,2024 Q4,Nov 2024
"Ethiopia",2022-04-30,5,2022 Q2,Apr 2022
"Ethiopia",2022-05-31,5,2022 Q2,May 2022
"Ethiopia",2022-06-30,5,2022 Q2,Jun 2022
"Ethiopia",2022-07-31,5,2022 Q3,Jul 2022
"Ethiopia",2022-08-31,5,2022 Q3,Aug 2022
"Ethiopia",2022-09-30,5,2022 Q3,Sep 2022
"Ethiopia",2022-10-31,5,2022 Q4,Oct 2022
"Ethiopia",2022-11-30,5,2022 Q4,Nov 2022
"Ethiopia",2022-12-31,5,2022 Q4,Dec 2022
"Ethiopia",2023-01-31,5,2023 Q1,Jan 2023
"Ethiopia",2023-02-28,5,2023 Q1,Feb 2023
"Ethiopia",2023-03-31,5,2023 Q1,Mar 2023
"Ethiopia",2023-04-30,5,2023 Q2,Apr 2023
"Ethiopia",2023-05-31,5,2023 Q2,May 2023
"Ethiopia",2023-06-30,5,2023 Q2,Jun 2023
"Ethiopia",2023-07-31,5,2023 Q3,Jul 2023
"Ethiopia",2023-08-31,5,2023 Q3,Aug 2023
"Ethiopia",2023-09-30,5,2023 Q3,Sep 2023
"Ethiopia",2023-10-31,5,2023 Q4,Oct 2023
"Ethiopia",2023-11-30,5,2023 Q4,Nov 2023
"Ethiopia",2023-12-31,5,2023 Q4,Dec 2023
"Ethiopia",2024-01-31,5,2024 Q1,Jan 2024
"Ethiopia",2024-02-29,5,2024 Q1,Feb 2024
"Ethiopia",2024-03-31,5,2024 Q1,Mar 2024
"Ethiopia",2024-04-30,5,2024 Q2,Apr 2024
